Female,Own_car,Own_property,Work_phone,Phone,Email,Unemployed,Num_children,Num_family,Account_length,Total_income,Age,Years_employed,Income_type,Education_type,Family_status,Housing_type,Occupation_type
1,1,0,0,0,0,0,0,1,39,112500,27.69940519,0.295693957,Working,Higher education,Single / not married,With parents,High skill tech staff
1,1,1,0,0,0,0,2,4,40,315000,34.53869689,3.1650205,Working,Higher education,Married,House / apartment,Laborers
0,0,0,0,1,0,0,0,2,27,112500,48.98663217,1.286816293,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff
0,1,1,0,1,0,0,0,2,26,270000,50.53628753,16.46577274,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants
0,0,0,0,0,0,1,0,2,13,135000,53.93676804,0,Pensioner,Higher education,Married,Municipal apartment,Other
1,1,0,0,1,0,0,1,3,34,270000,35.39566179,0.654359775,Commercial associate,Higher education,Married,Municipal apartment,Managers
0,0,0,0,0,0,0,0,2,36,135000,34.29228526,0.391520702,Working,Secondary / secondary special,Married,House / apartment,Other
0,0,0,0,0,0,0,0,2,51,81000,63.16077674,6.256117511,Working,Secondary / secondary special,Married,House / apartment,Other
0,0,1,0,0,0,0,1,2,55,135000,44.77025538,10.32738523,Commercial associate,Higher education,Separated,House / apartment,Accountants
1,1,0,0,0,0,0,0,1,12,157500,23.17912072,3.384053061,State servant,Secondary / secondary special,Single / not married,Municipal apartment,Laborers
1,0,0,0,0,0,0,0,2,35,135000,32.0389878,4.087695161,Working,Secondary / secondary special,Civil marriage,Office apartment,Low-skill Laborers
0,0,1,0,0,1,0,0,2,4,135000,35.69683156,4.42719563,Working,Incomplete higher,Married,House / apartment,Other
0,1,1,0,1,0,0,0,2,20,202500,48.06669541,5.25951936,Working,Secondary / secondary special,Married,House / apartment,Sales staff
0,0,1,0,1,0,0,0,2,5,337500,48.22001821,0.569484657,Working,Secondary / secondary special,Married,House / apartment,Sales staff
0,0,0,1,0,0,0,1,3,28,189000,39.11647741,6.217786813,Working,Higher education,Married,House / apartment,Managers
1,0,1,0,0,0,0,2,4,32,162000,30.46469127,11.67991129,Working,Secondary / secondary special,Married,House / apartment,Other
1,1,1,1,0,0,0,0,2,10,112500,35.02330643,0.432589307,Working,Secondary / secondary special,Married,Rented apartment,Drivers
0,0,1,0,0,0,0,1,3,14,135000,29.76652498,2.877540264,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers
0,0,1,0,1,0,0,0,2,31,225000,52.8662464,6.666803562,State servant,Higher education,Married,House / apartment,Other
0,0,0,0,0,0,0,0,1,36,148500,64.06154815,7.953619855,Working,Secondary / secondary special,Widow,Municipal apartment,Cleaning staff
0,0,0,1,0,0,0,1,3,2,121500,34.8152255,1.075997454,Working,Secondary / secondary special,Civil marriage,House / apartment,Core staff
1,1,1,1,1,0,0,0,1,24,126000,50.68413451,0.577698378,Working,Secondary / secondary special,Separated,House / apartment,Drivers
1,1,0,1,0,1,0,3,5,55,225000,38.08154856,0.898033498,Working,Higher education,Married,House / apartment,High skill tech staff
0,0,1,1,0,0,0,0,2,27,225000,28.97253195,6.006967973,Working,Higher education,Married,House / apartment,Managers
0,0,1,0,0,0,1,0,1,49,90000,59.08677112,0,Pensioner,Secondary / secondary special,Widow,House / apartment,Other
1,1,1,0,0,1,0,0,2,3,202500,43.73258862,5.546999596,Working,Secondary / secondary special,Civil marriage,House / apartment,Drivers
1,1,1,1,0,0,0,1,3,47,225000,31.29153918,8.665475677,State servant,Higher education,Married,House / apartment,Other
0,0,1,0,1,1,0,0,1,59,292500,47.60672704,4.550401446,Working,Higher education,Single / not married,House / apartment,Managers
0,0,1,0,1,0,1,0,2,34,157500,61.36744765,0,Pensioner,Higher education,Married,House / apartment,Other
0,0,1,0,1,0,0,0,2,26,135000,51.92166848,1.20741699,Working,Secondary / secondary special,Married,House / apartment,Sales staff
0,1,1,0,0,0,0,0,1,47,202500,32.84940827,4.098646789,Working,Higher education,Widow,House / apartment,Managers
0,0,1,0,0,0,0,0,2,35,180000,40.77017324,3.433335387,Working,Secondary / secondary special,Married,House / apartment,Laborers
1,1,0,1,1,0,0,2,4,4,450000,35.71599691,3.318343292,Commercial associate,Secondary / secondary special,Married,House / apartment,Managers
0,0,1,0,0,0,0,0,1,5,270000,29.31477032,2.09449886,Commercial associate,Higher education,Single / not married,House / apartment,HR staff
0,0,0,0,0,0,0,1,3,6,202500,31.34082151,8.295858231,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers
1,1,1,0,0,0,0,2,4,35,180000,36.06918691,6.781795656,Working,Higher education,Married,House / apartment,Managers
1,1,1,0,0,0,0,0,2,58,900000,50.20500079,5.056914242,Working,Secondary / secondary special,Married,House / apartment,Managers
0,0,1,0,1,1,0,0,2,57,112500,30.75764732,6.929642635,Working,Higher education,Civil marriage,House / apartment,Sales staff
1,1,1,0,0,0,1,0,2,15,225000,60.86641067,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other
0,0,0,1,1,0,0,1,3,35,198000,27.1572996,3.285488408,Working,Secondary / secondary special,Married,House / apartment,Cooking staff
0,0,1,0,0,0,1,0,1,10,189000,59.80957857,0,Pensioner,Incomplete higher,Widow,House / apartment,Other
1,0,0,1,0,0,0,0,1,6,112500,23.68837142,1.511324668,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Security staff
1,0,0,0,0,1,0,0,2,36,247500,52.00106778,4.783123541,Commercial associate,Secondary / secondary special,Married,Rented apartment,Security staff
0,0,1,0,0,0,1,0,2,5,180000,56.91561086,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other
1,1,0,1,0,0,0,1,3,18,103500,24.28797306,3.879614229,State servant,Secondary / secondary special,Married,Office apartment,Core staff
1,1,1,0,0,0,0,2,4,28,360000,34.07599061,5.92756867,Commercial associate,Incomplete higher,Married,House / apartment,Other
0,0,1,1,0,0,0,1,3,37,99000,29.11216521,0.34771419,Working,Secondary / secondary special,Married,House / apartment,Sales staff
0,0,1,0,0,0,0,0,1,36,67500,24.99709097,5.76329425,Working,Secondary / secondary special,Single / not married,With parents,High skill tech staff
0,0,0,0,0,0,0,0,2,9,247500,47.68338843,1.880942114,State servant,Secondary / secondary special,Civil marriage,House / apartment,Medicine staff
1,0,0,0,1,0,0,0,2,8,90000,60.62273695,10.26441337,Working,Secondary / secondary special,Married,House / apartment,Managers
0,0,1,0,1,0,1,0,2,3,94500,61.14020137,0,Pensioner,Higher education,Married,House / apartment,Other
1,0,0,0,0,0,0,0,2,28,189000,43.12751117,7.584002409,State servant,Secondary / secondary special,Married,House / apartment,Core staff
0,0,1,0,0,0,1,0,2,24,202500,58.74453274,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other
0,0,0,1,1,0,0,0,2,58,270000,48.67451077,4.706462145,Working,Secondary / secondary special,Married,House / apartment,High skill tech staff
1,1,1,0,0,0,0,0,2,6,202500,34.37989829,0.574960471,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers
1,1,1,0,0,0,0,0,2,8,180000,57.8300718,10.73807128,Working,Incomplete higher,Married,House / apartment,Other
0,1,0,0,0,0,0,0,2,32,225000,31.81721733,3.364887712,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Laborers
1,0,1,0,0,0,0,0,2,35,157500,35.46958528,2.510660725,Working,Secondary / secondary special,Married,House / apartment,Laborers
1,1,0,1,1,0,0,0,2,1,121500,42.20757442,4.621587028,Working,Secondary / secondary special,Married,House / apartment,Other
0,0,1,0,0,0,0,0,2,57,135000,58.31741925,1.270388851,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers
0,0,1,1,0,0,0,2,3,51,180000,33.54757456,9.571722896,Working,Incomplete higher,Separated,House / apartment,Other
0,1,1,0,0,1,0,1,3,51,202500,41.05491557,14.68887109,Working,Secondary / secondary special,Married,House / apartment,Other
0,0,1,0,0,0,0,1,2,48,121500,37.26017646,4.438147258,Working,Incomplete higher,Single / not married,House / apartment,Other
0,1,0,1,1,0,0,0,2,24,337500,46.76071377,1.864514672,Working,Secondary / secondary special,Married,House / apartment,Laborers
0,0,1,0,0,0,0,0,1,10,292500,41.89819093,0.295693957,Working,Higher education,Single / not married,House / apartment,Other
0,0,0,0,0,0,0,1,3,30,180000,29.91984777,4.265659117,Commercial associate,Secondary / secondary special,Civil marriage,Municipal apartment,Sales staff
0,0,1,0,0,0,1,2,4,28,135000,60.47215206,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other
1,1,1,0,0,0,0,0,1,1,202500,22.86426142,0.339500469,Commercial associate,Secondary / secondary special,Single / not married,With parents,Drivers
1,1,1,0,0,0,0,0,2,10,225000,24.15929143,3.096572825,Working,Secondary / secondary special,Married,House / apartment,Other
0,1,1,1,0,0,0,0,2,5,225000,31.98422966,9.54981964,Working,Higher education,Married,House / apartment,Other
0,0,0,0,0,0,0,0,2,6,90000,44.12137142,2.696838402,Working,Secondary / secondary special,Married,House / apartment,Sales staff
1,1,1,0,0,0,0,0,2,31,157500,51.88333778,5.533310061,Working,Secondary / secondary special,Married,House / apartment,Other
1,1,1,0,1,0,0,2,4,11,450000,49.52599985,3.86044888,Working,Secondary / secondary special,Married,House / apartment,Managers
0,0,0,0,0,0,0,0,2,21,112500,65.88499422,5.960423554,Commercial associate,Secondary / secondary special,Married,House / apartment,Other
0,0,0,0,0,0,0,1,3,13,112500,33.7611313,8.958431727,Commercial associate,Higher education,Married,With parents,Core staff
1,0,1,0,1,0,0,0,1,26,202500,43.33559211,1.713929786,Commercial associate,Higher education,Separated,House / apartment,Other
0,1,0,1,1,0,0,1,3,21,292500,47.10569006,5.327967036,Working,Higher education,Married,House / apartment,Accountants
0,0,1,1,1,0,0,0,1,36,162000,38.7988802,8.687378933,Working,Higher education,Single / not married,House / apartment,Managers
0,0,1,0,0,0,1,0,1,5,90000,62.23536418,0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,Other
0,0,1,0,0,0,0,0,2,29,112500,34.99866527,3.299177943,Working,Higher education,Civil marriage,House / apartment,Core staff
0,1,1,0,0,0,0,2,4,10,121500,35.03699597,0.681738845,Commercial associate,Secondary / secondary special,Married,House / apartment,High skill tech staff
1,1,1,0,1,0,0,2,4,16,225000,36.05823528,1.927486533,Commercial associate,Higher education,Married,House / apartment,Core staff
1,1,1,0,1,0,0,1,3,17,189000,41.85438442,6.847505424,Working,Incomplete higher,Married,House / apartment,Other
1,1,0,1,1,0,0,0,2,16,405000,37.32041041,2.721479565,Commercial associate,Higher education,Married,Office apartment,Other
0,0,1,1,1,0,0,0,1,13,72000,54.5473213,5.689370761,Working,Secondary / secondary special,Widow,House / apartment,Cleaning staff
0,0,1,0,0,0,1,0,2,40,90000,66.09307515,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other
0,0,0,0,0,0,0,0,1,0,112500,42.28423582,10.65319616,Working,Higher education,Single / not married,House / apartment,Managers
0,0,0,1,1,0,0,2,4,0,49500,28.38661985,4.763958192,Working,Secondary / secondary special,Married,House / apartment,Sales staff
0,0,1,0,1,0,0,0,2,32,247500,33.70089735,7.633284735,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers
1,1,1,0,0,0,0,0,2,7,337500,64.91851304,20.51787511,Working,Higher education,Married,House / apartment,Laborers
0,0,0,0,0,0,1,0,2,14,157500,50.71425149,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other
0,1,1,0,0,0,1,0,2,7,49500,61.55088742,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other
0,1,1,0,0,0,0,2,4,28,121500,39.09731206,1.459304435,Working,Secondary / secondary special,Married,House / apartment,Sales staff
1,1,1,0,0,0,0,0,2,12,179100,44.51015421,2.343648398,Commercial associate,Secondary / secondary special,Married,Office apartment,Drivers
1,0,0,1,0,0,0,0,2,33,180000,47.77100146,3.181447942,Working,Secondary / secondary special,Married,House / apartment,Laborers
0,0,0,0,1,0,1,0,2,19,171000,56.86906644,0,Pensioner,Higher education,Married,House / apartment,Other
0,0,0,1,1,0,0,1,3,31,135000,42.96323675,25.01351842,Working,Secondary / secondary special,Married,House / apartment,Other
0,1,0,1,1,1,0,0,2,45,135000,31.80352779,2.258773281,Commercial associate,Higher education,Married,House / apartment,High skill tech staff
0,1,1,0,0,1,0,4,6,13,292500,31.23404314,2.800878868,Working,Secondary / secondary special,Married,House / apartment,Other
0,0,1,0,0,0,1,0,1,55,99000,67.38262935,0,Pensioner,Higher education,Separated,House / apartment,Other
1,0,0,0,0,0,0,1,3,42,135000,30.70288918,3.433335387,Working,Secondary / secondary special,Married,House / apartment,Other
0,0,1,0,0,0,1,0,2,53,216000,63.28124465,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other
0,1,0,0,0,0,0,0,2,19,185400,40.37591463,8.840701726,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers
0,1,1,0,1,0,1,0,2,41,90000,54.4706599,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other
0,1,0,0,0,0,1,0,2,27,135000,58.96904112,0,Pensioner,Higher education,Married,House / apartment,Other
0,1,1,0,0,0,1,0,2,54,90000,67.85628726,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other
0,0,1,0,0,0,1,0,1,7,270000,59.0785574,0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,Other
1,0,1,0,0,0,0,0,2,11,135000,24.27428352,1.549655366,Commercial associate,Secondary / secondary special,Married,With parents,Cooking staff
0,0,0,0,0,0,0,1,3,13,45000,37.22732157,0.262839073,Working,Secondary / secondary special,Married,House / apartment,Core staff
0,1,1,0,0,0,1,0,2,18,90000,58.73905693,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other
0,0,0,0,1,0,1,0,2,37,76500,63.61526931,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other
1,1,0,1,0,0,0,1,3,32,135000,27.42287658,2.568156773,Working,Higher education,Married,House / apartment,Laborers
1,1,1,0,0,0,1,0,2,60,207000,66.56399515,0,Pensioner,Higher education,Married,House / apartment,Other
0,0,1,0,0,0,1,0,2,52,54000,67.09788702,0,Pensioner,Higher education,Married,House / apartment,Other
0,0,1,0,0,0,1,0,2,35,171000,57.07167156,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other
0,0,1,0,0,0,0,0,1,47,202500,55.37964503,14.82850435,Working,Secondary / secondary special,Widow,House / apartment,Core staff
1,1,1,0,0,0,0,0,2,6,315000,39.73524439,1.634530483,Working,Higher education,Married,House / apartment,Drivers
1,0,1,1,0,0,0,0,2,34,270000,40.39507998,7.860531017,Working,Secondary / secondary special,Married,With parents,Laborers
1,1,1,0,0,0,0,0,2,60,135000,51.40694196,7.321163337,Working,Secondary / secondary special,Married,House / apartment,Other
0,1,1,0,0,0,0,0,2,12,72000,33.23271525,0.547581401,Working,Secondary / secondary special,Married,With parents,Cooking staff
1,0,0,0,0,0,0,1,3,47,225000,28.92598753,6.428605652,Commercial associate,Higher education,Married,House / apartment,Laborers
1,0,1,0,0,0,0,0,2,11,144000,46.48692307,5.010369823,Working,Secondary / secondary special,Civil marriage,House / apartment,Security staff
1,0,1,1,0,0,0,2,4,18,180000,35.58731528,1.073259547,Working,Secondary / secondary special,Married,House / apartment,Security staff
1,1,1,0,0,0,0,0,2,42,270000,38.9960095,8.517628699,Commercial associate,Higher education,Married,House / apartment,Managers
0,0,1,0,0,1,0,1,3,20,193500,46.32812447,2.998008173,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers
1,1,0,0,0,0,0,0,2,22,99000,33.67351828,0.763876055,Working,Secondary / secondary special,Married,House / apartment,Other
0,1,1,0,1,0,0,2,4,33,76500,34.12253503,4.465526328,Working,Higher education,Married,House / apartment,Other
0,0,0,0,0,0,0,1,2,13,157500,33.82957898,3.698912366,Working,Secondary / secondary special,Separated,House / apartment,Medicine staff
0,1,1,0,0,0,1,0,2,2,112500,56.98953435,0,Pensioner,Higher education,Married,House / apartment,Other
0,0,0,1,0,0,0,0,2,6,90000,51.59311964,21.5309007,Working,Secondary / secondary special,Married,House / apartment,Other
0,0,0,0,0,0,1,0,1,42,67500,58.90880716,0,Pensioner,Secondary / secondary special,Separated,House / apartment,Other
1,1,1,0,0,0,0,1,3,19,180000,38.55520647,4.928232613,Working,Higher education,Married,House / apartment,Managers
1,0,1,0,0,0,1,0,2,60,67500,65.81928445,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other
0,0,1,0,0,0,0,0,2,41,90000,29.70902893,2.261511188,Working,Secondary / secondary special,Married,House / apartment,Other
1,1,1,1,1,0,0,0,2,25,90000,46.64298377,5.960423554,Working,Secondary / secondary special,Married,House / apartment,Low-skill Laborers
0,0,0,1,0,0,0,0,2,54,90000,36.29095738,6.362895884,Working,Secondary / secondary special,Married,House / apartment,Sales staff
0,0,0,0,1,0,0,2,4,14,180000,37.79133042,8.895459866,Commercial associate,Incomplete higher,Married,House / apartment,Sales staff
0,1,0,0,0,1,0,2,4,25,157500,35.20127039,3.830331903,Commercial associate,Incomplete higher,Married,House / apartment,Other
0,1,1,0,0,0,0,1,3,40,225000,30.77133685,1.259437223,Commercial associate,Higher education,Married,House / apartment,Accountants
1,1,0,0,1,0,0,0,2,45,157500,56.17090016,6.201359371,Working,Higher education,Married,House / apartment,Laborers
1,0,0,1,0,0,0,0,1,7,270000,49.11257589,1.453828621,Working,Incomplete higher,Separated,Rented apartment,Managers
1,1,1,0,1,0,0,0,2,48,261000,43.63128606,4.128763767,Working,Incomplete higher,Married,House / apartment,Managers
0,1,1,0,1,0,0,1,3,49,135000,30.28672731,0.366879539,Commercial associate,Higher education,Civil marriage,House / apartment,Accountants
1,0,1,1,0,0,0,1,3,18,112500,31.43938616,9.344476615,Working,Secondary / secondary special,Married,House / apartment,High skill tech staff
0,0,0,1,1,0,0,0,2,33,112500,41.07408092,4.013771672,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers
0,0,1,1,1,0,0,1,3,10,126000,31.37915221,3.296440036,Working,Secondary / secondary special,Married,House / apartment,Cleaning staff
0,1,1,0,0,0,1,0,2,25,225000,62.87329651,0,Pensioner,Higher education,Married,House / apartment,Other
1,0,1,0,0,0,0,1,2,18,198000,26.41806471,0.383306981,Commercial associate,Incomplete higher,Single / not married,House / apartment,Managers
1,0,0,1,0,0,0,0,1,46,90000,27.10527937,0.465444191,Working,Secondary / secondary special,Single / not married,With parents,Drivers
0,0,1,1,1,0,0,0,2,58,180000,43.69973374,17.80734717,Commercial associate,Secondary / secondary special,Married,House / apartment,Core staff
1,1,1,0,0,0,0,1,3,49,189000,36.46070761,10.02895337,Working,Higher education,Married,House / apartment,High skill tech staff
0,0,0,0,0,0,1,1,3,6,139050,57.69043854,0,Pensioner,Secondary / secondary special,Married,Municipal apartment,Other
0,0,1,0,0,0,1,0,1,6,180000,59.05665414,0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,Other
1,0,1,0,0,1,0,0,2,56,607500,53.21122268,3.876876322,Commercial associate,Secondary / secondary special,Married,House / apartment,Managers
0,0,1,0,0,0,1,0,2,53,180000,58.3749153,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other
0,0,0,1,0,0,0,0,2,43,112500,43.07001513,12.28772665,Working,Secondary / secondary special,Civil marriage,House / apartment,Accountants
0,1,1,0,0,0,0,2,4,19,387000,41.36156115,0.763876055,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants
1,0,1,0,0,0,0,1,3,14,112500,50.36106149,14.11391062,Working,Secondary / secondary special,Married,House / apartment,Laborers
1,0,0,0,0,1,0,0,1,28,211500,43.75722979,16.35351855,State servant,Secondary / secondary special,Single / not married,With parents,Other
1,1,1,0,1,0,0,0,2,46,252000,59.31127949,21.94432466,Working,Secondary / secondary special,Married,House / apartment,Core staff
0,0,1,0,0,0,1,0,1,15,202500,59.94373601,0,Pensioner,Secondary / secondary special,Widow,House / apartment,Other
0,1,1,0,1,0,0,0,2,16,270000,51.06470359,7.099392869,Working,Higher education,Married,House / apartment,Other
1,1,0,0,0,0,0,0,2,56,225000,27.65833658,1.508586761,Working,Secondary / secondary special,Married,House / apartment,Laborers
1,0,1,0,0,0,0,0,1,3,135000,23.97037585,2.904919334,Working,Secondary / secondary special,Single / not married,Rented apartment,Laborers
1,1,1,0,0,0,0,1,3,30,225000,39.73250649,5.596281922,Commercial associate,Secondary / secondary special,Married,House / apartment,High skill tech staff
0,0,1,0,1,0,0,0,2,4,112500,36.18691691,0.268314887,Working,Secondary / secondary special,Married,House / apartment,Sales staff
0,1,1,0,1,0,0,0,2,8,405000,50.69782405,10.79830524,Commercial associate,Incomplete higher,Married,House / apartment,Other
1,0,1,1,1,0,0,0,1,6,270000,36.64140947,2.713265844,Working,Secondary / secondary special,Separated,House / apartment,Laborers
0,0,1,0,0,0,1,0,2,16,121900.5,43.65866513,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other
1,1,0,0,0,0,0,1,3,24,180000,30.36612661,3.178710035,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers
1,1,1,0,0,0,0,1,2,24,315000,44.66621491,2.41483398,Working,Secondary / secondary special,Separated,House / apartment,Managers
1,0,0,0,0,0,0,1,3,39,135000,39.79274044,18.21255741,Working,Secondary / secondary special,Married,Municipal apartment,Laborers
0,0,1,0,0,0,0,0,2,50,270000,45.70388167,18.28374299,Working,Secondary / secondary special,Married,House / apartment,Other
1,1,0,0,0,0,0,1,3,47,225000,33.51471967,7.920764971,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers
0,0,0,0,0,1,0,0,1,31,99000,41.13705278,0.583174192,Commercial associate,Secondary / secondary special,Separated,House / apartment,Sales staff
0,0,1,0,0,0,0,2,4,10,117000,27.31062239,1.117066059,Working,Secondary / secondary special,Married,House / apartment,Other
0,1,0,0,0,0,0,0,2,7,360000,46.23229772,13.54716387,Commercial associate,Secondary / secondary special,Married,House / apartment,Managers
0,0,1,1,0,0,0,0,2,31,81000,54.0408085,0.783041404,Working,Secondary / secondary special,Married,House / apartment,Sales staff
0,0,1,1,1,0,0,2,4,6,148500,33.16974339,2.403882352,Working,Secondary / secondary special,Married,House / apartment,Sales staff
0,1,0,1,0,0,0,1,3,35,135000,27.32157402,5.766032157,State servant,Secondary / secondary special,Civil marriage,House / apartment,Core staff
1,1,1,0,0,1,0,0,2,7,135000,46.15289842,4.605159586,Working,Secondary / secondary special,Civil marriage,House / apartment,Managers
0,0,1,0,0,0,1,0,2,20,112500,58.56930669,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other
1,0,1,0,0,0,0,0,2,6,157500,32.62216199,1.763212113,Working,Secondary / secondary special,Civil marriage,House / apartment,Laborers
0,0,1,0,0,0,1,0,2,21,90000,65.23884816,0,Pensioner,Incomplete higher,Civil marriage,House / apartment,Other
1,0,0,1,1,0,0,0,2,10,135000,34.81248759,15.62523529,Working,Secondary / secondary special,Civil marriage,House / apartment,Other
0,0,1,0,0,0,0,0,2,32,126000,51.71358755,20.11540278,State servant,Higher education,Married,House / apartment,Core staff
1,1,1,1,1,0,0,0,2,51,135000,58.73631902,9.27602894,Working,Secondary / secondary special,Married,House / apartment,Laborers
0,1,0,0,0,0,0,0,2,35,112500,32.29635105,5.842693553,Working,Higher education,Married,House / apartment,Laborers
1,0,0,1,0,0,0,0,2,13,99000,29.33119777,4.188997721,Working,Secondary / secondary special,Married,House / apartment,Sales staff
1,1,0,0,0,0,0,2,3,9,180000,42.68123233,6.710610074,Commercial associate,Secondary / secondary special,Separated,With parents,Laborers
0,0,1,0,1,0,0,0,2,23,144000,49.65468148,27.68023984,State servant,Secondary / secondary special,Married,House / apartment,High skill tech staff
1,0,1,0,0,0,1,0,1,13,90000,63.70288233,0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,Other
0,1,1,0,0,1,0,0,2,29,202500,42.37732465,11.93179874,Commercial associate,Secondary / secondary special,Married,House / apartment,Other
0,0,0,1,0,0,0,2,4,42,180000,30.3223201,7.688042876,State servant,Higher education,Married,House / apartment,Core staff
1,1,0,0,0,0,0,1,3,22,225000,29.37500428,0.840537451,Working,Secondary / secondary special,Civil marriage,House / apartment,Drivers
0,0,0,0,0,0,0,0,2,44,202500,56.66098551,2.800878868,Working,Secondary / secondary special,Married,House / apartment,Core staff
0,1,0,0,0,0,0,1,3,29,225000,31.48866849,2.01236165,Working,Higher education,Civil marriage,House / apartment,Core staff
1,1,0,1,1,0,0,0,2,56,112500,60.53786183,6.365633791,Commercial associate,Secondary / secondary special,Married,With parents,Drivers
1,1,1,1,0,0,0,0,2,44,112500,28.3674545,0.736496985,Working,Secondary / secondary special,Married,House / apartment,Drivers
1,1,1,0,0,0,0,0,2,33,292500,28.19222845,6.108270533,Working,Higher education,Married,House / apartment,Managers
0,0,1,0,0,0,1,0,1,16,202500,58.32837088,0,Pensioner,Lower secondary,Single / not married,House / apartment,Other
1,1,0,0,0,0,0,1,3,8,405000,33.34496944,1.464780249,Commercial associate,Higher education,Married,House / apartment,Managers
1,1,0,0,1,1,0,0,1,41,225000,31.56259198,1.659171646,Commercial associate,Higher education,Single / not married,Municipal apartment,High skill tech staff
0,1,1,0,0,0,0,0,2,1,180000,61.27162091,8.701068468,Commercial associate,Secondary / secondary special,Married,House / apartment,Other
0,0,0,0,0,0,1,0,1,25,166500,59.99849415,0,Pensioner,Secondary / secondary special,Single / not married,Municipal apartment,Other
0,0,1,0,0,0,0,0,2,48,292500,48.51023635,12.21927897,Working,Higher education,Married,House / apartment,Other
0,0,0,0,0,0,0,2,3,43,135000,40.18426114,14.67791946,Working,Secondary / secondary special,Separated,Municipal apartment,Cleaning staff
1,1,1,0,0,0,0,0,2,46,135000,40.92623394,22.17704676,Working,Secondary / secondary special,Married,House / apartment,Laborers
1,1,1,1,1,0,0,0,2,37,180000,25.71716052,7.548409618,Working,Secondary / secondary special,Married,House / apartment,Laborers
0,1,0,0,0,0,1,0,2,30,112500,62.28738441,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other
0,0,1,0,0,0,1,0,1,7,57150,62.79663511,0,Pensioner,Secondary / secondary special,Separated,House / apartment,Other
0,0,1,0,0,1,0,1,3,34,180000,41.00563324,18.54110625,Working,Secondary / secondary special,Civil marriage,House / apartment,Laborers
1,1,1,0,0,1,0,0,2,46,270000,34.94938294,2.028789092,Working,Higher education,Married,House / apartment,Managers
0,0,1,0,0,0,0,0,2,50,90000,40.95908882,7.844103575,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers
0,0,1,0,0,0,0,0,1,2,126000,59.44543694,21.17223489,Working,Higher education,Single / not married,House / apartment,Other
1,1,1,0,1,0,0,1,3,37,270000,33.99111549,10.03990499,Commercial associate,Secondary / secondary special,Married,House / apartment,Core staff
0,1,0,0,0,0,0,0,1,10,247500,37.08768832,5.864596809,Working,Secondary / secondary special,Separated,House / apartment,Laborers
1,1,1,0,1,0,0,0,2,54,270000,60.87462439,4.123287953,Working,Secondary / secondary special,Married,House / apartment,Realty agents
0,0,0,1,0,0,0,0,2,18,337500,49.50135869,4.703724238,Commercial associate,Secondary / secondary special,Married,Rented apartment,Managers
0,0,1,1,1,0,0,0,1,47,62653.5,53.82177594,0.876130242,Working,Secondary / secondary special,Separated,House / apartment,Sales staff
0,0,1,0,0,0,0,0,2,6,112500,48.53487751,2.258773281,Working,Incomplete higher,Married,House / apartment,Laborers
0,0,1,0,0,0,1,0,2,50,112500,67.95758982,0,Pensioner,Lower secondary,Married,House / apartment,Other
0,0,1,0,1,0,1,0,2,14,112500,51.10577219,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other
0,0,1,0,1,0,0,0,2,19,99000,64.05333443,0.413423958,State servant,Higher education,Married,Municipal apartment,Core staff
1,1,1,0,0,0,0,0,2,14,202500,46.93320191,5.930306577,Working,Secondary / secondary special,Married,House / apartment,Managers
