Female,Own_car,Own_property,Work_phone,Phone,Email,Unemployed,Num_children,Num_family,Account_length,Total_income,Age,Years_employed,Income_type,Education_type,Family_status,Housing_type,Occupation_type,Insurance Payout
1,0,1,0,0,0,0,0,2,49,153000,37.71193111,5.032273079,Working,Secondary / secondary special,Married,House / apartment,Laborers,408.3199106
1,0,1,0,1,0,0,0,2,57,270000,37.10959157,10.85580128,Working,Higher education,Married,House / apartment,Managers,0
1,1,1,1,0,0,0,0,2,51,315000,51.09208266,5.051438428,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
0,0,1,0,0,0,0,0,2,36,112500,45.08237678,10.38214337,Working,Secondary / secondary special,Married,House / apartment,Laborers,2714.816943
0,0,1,0,0,0,0,2,4,1,112500,34.39632573,2.806354682,Commercial associate,Secondary / secondary special,Married,House / apartment,Cooking staff,2059.687836
0,1,0,1,0,0,0,0,2,18,270000,38.08154856,18.45349323,Working,Secondary / secondary special,Married,House / apartment,High skill tech staff,0
0,0,1,0,0,0,0,0,2,21,180000,36.07740063,4.594207958,Working,Secondary / secondary special,Married,House / apartment,Sales staff,0
1,0,0,0,0,0,0,1,3,33,112500,34.28133363,0.19165349,Working,Secondary / secondary special,Married,Rented apartment,Laborers,1636.507514
0,0,1,0,1,0,0,0,2,27,180000,43.8421049,4.15340493,Working,Higher education,Married,House / apartment,Cooking staff,0
0,0,1,1,1,0,0,1,2,34,198000,50.73341684,4.369699583,Working,Secondary / secondary special,Single / not married,House / apartment,Private service staff,221.0168247
0,0,1,0,0,0,1,0,2,43,148500,62.35309418,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,4338.579439
1,1,0,0,0,0,0,0,2,41,292500,49.59718543,1.952127696,Working,Higher education,Married,House / apartment,Managers,0
1,0,0,1,0,0,0,0,1,33,81000,25.88964866,5.798887041,State servant,Secondary / secondary special,Single / not married,House / apartment,Other,3310.030249
0,1,1,0,0,0,1,0,1,46,189000,65.89047003,0,Pensioner,Higher education,Separated,House / apartment,Other,3267.162484
0,0,1,0,1,0,0,0,1,55,166500,43.99268979,7.452582873,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Laborers,737.7179025
1,1,1,0,0,1,0,2,4,18,360000,40.77838696,5.349870292,Commercial associate,Higher education,Married,House / apartment,Managers,0
1,1,0,0,1,0,0,0,2,16,267750,57.47140598,12.94208642,Working,Higher education,Married,House / apartment,Laborers,0
0,1,1,0,0,0,0,0,1,21,180000,26.78220634,4.695510517,Working,Incomplete higher,Single / not married,House / apartment,Drivers,0
0,0,1,0,0,0,0,0,2,6,193500,42.29244954,4.711937959,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff,0
0,0,1,0,1,0,0,0,2,2,247500,38.38545624,9.590888245,Working,Higher education,Married,House / apartment,Core staff,0
0,0,1,0,0,0,1,0,2,10,90000,61.43863324,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,6430.987784
0,0,0,0,1,0,0,0,2,44,112500,51.48634127,29.26275009,Working,Secondary / secondary special,Married,House / apartment,Other,3621.501596
1,0,1,0,0,0,1,0,2,3,49500,60.58714416,0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,Other,7897.885665
0,0,0,0,0,0,0,0,2,38,247500,54.5473213,8.840701726,Working,Secondary / secondary special,Married,Municipal apartment,Sales staff,0
0,0,1,1,1,0,0,0,2,19,175500,41.74760604,6.097318905,Commercial associate,Higher education,Married,House / apartment,Managers,0
0,0,0,1,1,0,0,2,4,50,67500,33.4873406,8.410850325,State servant,Higher education,Married,House / apartment,Secretaries,3501.156075
1,0,0,0,1,0,0,0,2,19,247500,34.11432131,3.534637946,Commercial associate,Secondary / secondary special,Married,Municipal apartment,Drivers,0
0,0,1,0,0,1,0,0,1,1,180000,55.78759317,12.10154897,State servant,Higher education,Separated,House / apartment,Core staff,1368.770984
1,0,1,0,0,0,0,0,2,12,270000,33.52293339,8.060398229,Working,Secondary / secondary special,Civil marriage,House / apartment,Managers,0
1,0,1,0,0,0,0,0,1,14,202500,35.07532667,11.84692362,Working,Higher education,Single / not married,House / apartment,Other,0
0,0,1,0,1,1,0,0,2,34,360000,50.07905706,0.542105587,Commercial associate,Higher education,Married,House / apartment,Other,0
0,0,0,0,0,0,0,1,2,27,157500,34.8152255,14.60947179,Working,Secondary / secondary special,Single / not married,Municipal apartment,Core staff,718.8980452
0,0,1,0,0,0,1,0,2,7,90000,55.74926248,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,5443.610633
0,0,0,0,0,0,1,0,1,37,157500,58.78560135,0,Pensioner,Secondary / secondary special,Single / not married,Municipal apartment,Other,3631.151493
0,0,0,1,0,0,0,0,1,36,87750,58.41872181,3.767360042,Working,Secondary / secondary special,Single / not married,House / apartment,Cooking staff,6276.680738
1,1,1,0,0,0,0,0,2,12,180000,29.95270266,3.811166554,Working,Secondary / secondary special,Married,House / apartment,Other,0
1,0,1,0,0,1,0,0,2,17,202500,36.75366366,13.01600991,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
1,1,1,1,1,0,0,0,2,22,135000,25.44610772,2.967891196,Commercial associate,Higher education,Civil marriage,House / apartment,Sales staff,460.8346445
1,0,1,0,0,0,0,0,1,9,135000,29.18608869,5.297850059,State servant,Higher education,Single / not married,Municipal apartment,Core staff,774.3631357
0,0,1,0,0,0,0,0,2,7,135000,37.49289855,4.714675866,Commercial associate,Higher education,Married,House / apartment,Accountants,1050.333976
0,1,1,0,0,0,0,1,2,11,157500,30.3606508,2.009623743,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Other,213.2234937
0,0,0,0,0,0,0,2,3,29,315000,30.26482406,1.15265885,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Managers,0
0,0,0,0,0,0,1,0,2,9,144000,59.77672368,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,4048.988806
0,0,1,0,0,0,1,0,1,38,135000,66.53935399,0,Pensioner,Secondary / secondary special,Widow,House / apartment,Other,5776.246347
0,0,1,1,0,0,0,0,2,26,112500,35.86384388,0.506512796,Commercial associate,Secondary / secondary special,Married,House / apartment,Cleaning staff,1988.023507
0,0,1,0,0,0,0,1,3,41,252000,33.67625619,10.5491557,State servant,Higher education,Married,House / apartment,Core staff,0
0,0,1,0,0,0,1,0,2,3,112500,51.36039754,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,4132.225057
0,0,1,0,0,0,0,2,4,16,135000,36.29095738,5.63461262,Commercial associate,Secondary / secondary special,Married,House / apartment,Other,1003.652829
0,1,1,0,0,0,0,3,5,37,135000,36.80020808,0.793993032,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,1170.222834
0,0,0,0,1,1,1,0,2,42,94500,58.11207622,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,5852.177473
0,0,0,1,0,0,0,0,2,49,126000,49.73681869,10.03716709,State servant,Secondary / secondary special,Married,House / apartment,Medicine staff,2993.421854
0,1,1,0,0,0,0,0,1,21,243000,40.29103951,5.631874713,Working,Secondary / secondary special,Single / not married,House / apartment,Sales staff,0
0,1,1,0,0,0,1,0,2,6,112500,61.31542742,0,Pensioner,Higher education,Married,House / apartment,Other,5356.921726
1,0,1,0,0,0,0,0,1,16,292500,22.26739769,0.580436285,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Laborers,0
0,0,1,0,0,0,0,0,2,60,225000,46.88391959,8.777729864,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff,0
0,0,0,0,0,0,1,0,1,17,252000,62.32845301,0,Pensioner,Secondary / secondary special,Widow,House / apartment,Other,400.8560404
0,1,1,0,0,0,0,2,4,27,121500,39.32729625,10.25893756,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,2021.474114
1,1,0,0,1,1,0,0,2,29,315000,56.25303737,30.61801406,Working,Higher education,Married,House / apartment,Other,0
1,1,0,1,1,0,0,0,2,37,202500,31.89114082,11.70455245,State servant,Secondary / secondary special,Married,House / apartment,Core staff,0
0,0,0,1,1,0,0,1,3,10,157500,26.05666099,4.955611683,Working,Secondary / secondary special,Married,House / apartment,Laborers,288.7840897
0,0,1,0,0,0,0,0,2,47,135000,48.55130495,6.466936351,Commercial associate,Secondary / secondary special,Married,House / apartment,Security staff,2844.494283
1,1,1,0,0,0,0,1,3,5,135000,27.37907007,4.870736565,Working,Secondary / secondary special,Married,House / apartment,Laborers,478.6568824
1,0,0,1,0,0,0,0,2,50,135000,26.74935146,0.284742329,Working,Secondary / secondary special,Married,House / apartment,Laborers,906.9170185
0,0,1,0,0,0,0,1,3,26,112500,26.86160565,2.365551654,Working,Secondary / secondary special,Married,House / apartment,Core staff,1511.018671
0,0,1,0,0,0,0,0,1,24,135000,57.30165575,4.520284469,Working,Secondary / secondary special,Widow,House / apartment,Medicine staff,3779.996618
0,0,0,0,1,0,1,0,2,9,247500,57.32903482,0,Pensioner,Higher education,Married,House / apartment,Other,0
0,0,1,0,0,0,0,1,3,5,162000,41.14252859,0.240935817,State servant,Higher education,Civil marriage,House / apartment,Accountants,524.154363
1,0,1,0,0,0,1,0,2,40,382500,53.79439687,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
0,0,0,1,0,0,0,2,4,44,72000,33.99659131,6.201359371,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff,3699.50931
1,1,1,0,0,0,0,0,2,34,202500,48.14609472,8.26026544,Working,Higher education,Single / not married,House / apartment,Drivers,0
1,1,1,0,0,0,0,2,4,17,112500,33.32032828,2.535301888,Working,Secondary / secondary special,Married,House / apartment,Laborers,1890.148659
0,1,0,0,0,0,0,0,2,54,202500,51.11946173,3.214302826,Working,Secondary / secondary special,Civil marriage,House / apartment,Medicine staff,263.7008235
1,1,0,0,1,0,0,2,4,47,247500,37.46551948,10.34655058,Working,Secondary / secondary special,Married,House / apartment,Other,0
0,0,1,0,0,0,0,0,2,5,202500,47.49447285,11.59229827,Working,Secondary / secondary special,Civil marriage,House / apartment,High skill tech staff,0
0,1,0,1,1,0,0,0,2,42,315000,36.83853878,7.523768455,Commercial associate,Higher education,Married,House / apartment,Sales staff,0
0,0,1,0,0,0,0,0,2,8,157500,47.1221175,1.133493501,Working,Secondary / secondary special,Married,House / apartment,Laborers,1122.31286
0,0,1,0,0,0,0,0,2,16,247500,41.3807265,1.533227924,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff,0
1,0,1,0,0,0,0,1,3,46,157500,36.45249389,1.489421412,Working,Secondary / secondary special,Civil marriage,House / apartment,Drivers,144.7774088
1,0,0,0,1,0,0,0,2,26,225000,49.79157683,1.029453035,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
0,0,0,0,0,0,0,0,2,5,135000,51.97642662,29.62689172,Working,Secondary / secondary special,Civil marriage,House / apartment,Laborers,3049.645562
1,1,1,0,0,0,0,1,3,45,225000,33.41067921,3.597609807,Working,Higher education,Married,House / apartment,Managers,0
1,1,1,0,0,0,0,2,4,41,180000,39.0754088,1.631792576,Working,Secondary / secondary special,Married,House / apartment,Drivers,0
0,0,1,0,0,0,1,0,2,7,112500,63.62622094,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,5941.545681
0,0,1,0,0,1,1,0,2,40,90000,60.57071672,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,6446.241216
1,1,1,0,0,0,0,2,4,47,135000,34.80427387,0.358665818,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,990.9804672
1,0,0,0,0,0,0,1,2,33,112500,42.13638884,4.421719816,Working,Secondary / secondary special,Separated,With parents,Laborers,2949.407884
0,0,1,0,0,0,0,0,2,30,247500,46.97700843,18.64240881,Working,Secondary / secondary special,Civil marriage,House / apartment,Laborers,0
1,1,1,0,0,0,0,1,3,10,135000,51.00994545,17.41035066,Working,Higher education,Single / not married,House / apartment,Managers,2656.876285
0,1,1,0,0,0,0,1,3,36,202500,28.22782124,6.179456115,Working,Secondary / secondary special,Married,House / apartment,Sales staff,0
1,1,1,0,1,1,0,0,2,44,112500,62.2052472,2.354600026,Working,Secondary / secondary special,Married,House / apartment,Low-skill Laborers,5397.995662
0,0,1,0,0,0,0,0,2,57,90000,48.82509566,5.933044484,Working,Secondary / secondary special,Married,House / apartment,Sales staff,4280.179014
1,1,1,0,0,0,0,0,2,44,112500,44.01459304,21.02438791,Working,Secondary / secondary special,Married,House / apartment,Other,2517.739582
0,0,1,0,0,1,0,0,2,34,220500,27.43382821,6.81465054,Commercial associate,Incomplete higher,Married,House / apartment,Sales staff,0
0,0,1,0,0,0,0,1,3,56,135000,45.47389748,0.509250703,Working,Secondary / secondary special,Married,House / apartment,Laborers,1842.705581
0,0,1,0,0,0,1,1,3,10,171000,48.1789496,0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,Other,1494.396699
1,1,0,0,0,1,0,2,4,37,157500,40.38139045,6.521694491,Working,Secondary / secondary special,Married,Office apartment,Drivers,291.3173174
0,0,1,0,0,0,0,2,4,37,135000,27.47489682,8.92831475,Working,Secondary / secondary special,Married,House / apartment,Other,769.4195092
1,1,1,1,0,0,0,0,2,4,139500,46.0296926,0.498299075,Working,Secondary / secondary special,Civil marriage,House / apartment,Laborers,2186.922993
0,1,1,1,1,0,0,0,2,40,225000,44.88250957,8.101466834,Working,Higher education,Married,House / apartment,Accountants,0
0,0,1,0,1,0,1,0,2,27,117000,62.35035627,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,5554.98646
1,0,1,1,1,0,0,0,1,16,49500,33.09308199,9.533392198,Working,Secondary / secondary special,Single / not married,House / apartment,Security staff,4235.66199
1,1,0,0,0,0,0,1,3,14,360000,32.99725525,12.660082,Working,Secondary / secondary special,Married,House / apartment,Managers,0
1,0,1,0,0,0,0,0,1,8,202500,23.36256049,1.593461878,Working,Secondary / secondary special,Single / not married,House / apartment,Laborers,0
0,0,1,0,1,0,1,0,2,27,135000,63.02388139,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,4907.630822
1,0,0,0,0,0,0,0,1,12,180000,37.5887253,3.13764143,Working,Secondary / secondary special,Single / not married,House / apartment,Other,0
0,0,0,0,0,0,0,0,2,4,67500,38.94125136,5.278684709,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,4216.140966
0,0,0,0,0,0,1,0,2,16,103500,55.0949027,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,4930.202485
0,0,1,0,0,0,0,0,1,27,207000,54.41863967,16.0578246,State servant,Secondary / secondary special,Widow,House / apartment,Medicine staff,243.6388003
1,0,1,0,0,0,0,3,5,10,157500,38.42652484,7.871482645,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
0,0,1,1,0,0,0,2,4,18,180000,36.58117552,18.03185555,Working,Secondary / secondary special,Married,House / apartment,Core staff,0
1,1,0,0,0,0,0,1,3,27,207000,41.89545302,3.381315154,State servant,Secondary / secondary special,Married,With parents,Other,0
1,1,1,0,1,0,0,0,2,24,270000,39.60656276,4.295776094,Working,Higher education,Married,House / apartment,Other,0
1,0,0,1,1,0,0,0,2,42,225000,24.80543748,0.517464424,Commercial associate,Incomplete higher,Married,House / apartment,Sales staff,0
0,0,1,0,0,0,1,0,2,35,180000,60.4475109,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,2620.222231
0,0,1,0,1,0,0,1,2,46,94500,28.71243078,9.506013128,Working,Higher education,Single / not married,House / apartment,Other,2515.832892
0,0,1,0,0,0,1,0,1,39,67500,66.12866794,0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,Other,8319.619385
0,0,1,0,0,0,1,0,1,18,112500,63.02114349,0,Pensioner,Secondary / secondary special,Widow,House / apartment,Other,6087.404403
1,1,1,0,1,0,0,0,2,23,225000,66.3860312,1.032190942,Commercial associate,Secondary / secondary special,Married,House / apartment,Security staff,1627.407191
0,0,1,0,0,0,0,0,2,51,126000,48.05300588,3.27453678,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,2506.599902
0,0,1,0,0,0,0,0,1,42,225000,56.04495643,25.37766005,Commercial associate,Higher education,Single / not married,House / apartment,Core staff,0
0,0,1,0,0,0,0,1,3,27,90000,31.50783384,3.203351198,Working,Secondary / secondary special,Civil marriage,House / apartment,Cooking staff,3327.666234
0,1,1,0,0,0,0,0,1,29,225000,33.1341506,3.244419803,Commercial associate,Higher education,Separated,House / apartment,Waiters/barmen staff,0
0,0,1,0,1,0,0,2,4,2,216000,35.17115341,6.042560764,Commercial associate,Secondary / secondary special,Married,With parents,Other,0
1,1,1,0,0,0,0,0,2,17,225000,55.15513666,2.855637008,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
1,0,0,0,0,0,0,0,2,27,121500,26.66721425,8.295858231,Working,Higher education,Married,House / apartment,Other,895.6485973
0,0,1,0,0,0,1,0,2,22,90000,60.42013183,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,6285.589015
1,1,0,1,0,0,0,0,2,41,225000,39.85023649,3.356673991,Working,Higher education,Civil marriage,Rented apartment,Managers,0
0,1,1,0,0,0,0,0,2,9,67500,32.72894036,1.533227924,State servant,Higher education,Civil marriage,House / apartment,Core staff,4085.149414
0,0,1,0,0,0,1,0,2,27,72000,60.72403951,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,7082.29163
1,1,0,1,1,1,0,0,1,22,391500,59.95194973,10.4314257,Commercial associate,Higher education,Single / not married,House / apartment,Managers,0
1,1,1,0,0,0,0,0,2,48,135000,42.26780837,9.245911963,Working,Secondary / secondary special,Married,House / apartment,Laborers,1838.855665
1,1,1,1,1,0,0,2,4,35,270000,43.49165281,0.873392335,Working,Secondary / secondary special,Civil marriage,House / apartment,Drivers,0
1,1,1,0,0,0,0,1,3,45,157500,36.26631621,1.738570949,Commercial associate,Secondary / secondary special,Married,House / apartment,Managers,0
0,0,1,0,1,0,1,0,2,51,148500,66.15878492,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,4952.874121
1,0,1,0,0,0,0,0,1,7,157500,39.11921532,2.403882352,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Laborers,395.3644757
0,0,1,0,0,0,1,0,2,16,112500,65.03624304,0,Pensioner,Lower secondary,Married,House / apartment,Other,6142.570998
0,0,0,0,0,0,0,0,2,46,157500,49.95585125,6.617521236,Working,Secondary / secondary special,Married,Municipal apartment,Core staff,1553.865864
0,0,1,0,0,0,0,2,4,7,202500,34.63178573,2.091760953,Working,Incomplete higher,Married,House / apartment,Other,0
1,1,1,1,1,0,0,0,2,56,112500,30.48111871,5.451172851,Working,Secondary / secondary special,Married,House / apartment,Laborers,1535.803286
0,0,0,0,0,0,1,0,1,60,126000,68.21221517,0,Pensioner,Higher education,Single / not married,House / apartment,Other,6101.37934
1,1,1,0,1,0,0,0,2,28,202500,48.87164007,5.514144712,Commercial associate,Secondary / secondary special,Married,House / apartment,Cooking staff,0
0,1,0,0,0,0,0,0,2,45,202500,41.23287953,0.982908616,Commercial associate,Higher education,Married,House / apartment,Other,0
1,1,0,1,1,0,0,0,2,49,90000,60.22574043,6.948807984,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Security staff,5786.478718
0,1,1,0,0,0,0,0,2,45,450000,27.78701821,7.6195952,Commercial associate,Higher education,Married,House / apartment,Accountants,0
0,0,1,0,0,0,0,0,2,6,99000,42.34994558,1.171824199,Commercial associate,Secondary / secondary special,Married,House / apartment,Other,3033.187353
1,1,1,0,0,0,0,2,3,6,225000,47.84766285,1.908321184,Working,Higher education,Single / not married,House / apartment,Managers,0
0,0,1,0,0,0,0,0,1,9,247500,26.60424239,3.789263298,Commercial associate,Higher education,Single / not married,Office apartment,Sales staff,0
0,0,0,0,0,0,0,1,2,6,132750,25.56383772,1.453828621,Working,Secondary / secondary special,Single / not married,House / apartment,Sales staff,1091.38509
0,0,1,0,0,0,0,0,2,36,135000,37.77490298,11.58134664,Working,Secondary / secondary special,Civil marriage,House / apartment,Core staff,1466.620311
1,0,0,1,1,0,0,0,2,52,225000,41.36429906,0.577698378,State servant,Secondary / secondary special,Married,House / apartment,Drivers,0
1,1,1,0,0,0,0,2,4,27,157500,41.62166232,1.845349323,Working,Secondary / secondary special,Married,House / apartment,Drivers,385.5041034
0,0,0,0,0,0,0,0,2,41,207000,40.21985393,13.86476108,Working,Secondary / secondary special,Married,House / apartment,Other,0
0,0,1,0,0,0,0,0,2,5,225000,37.69276577,2.992532359,Working,Higher education,Married,House / apartment,Managers,0
1,1,1,0,0,0,0,1,3,24,225000,36.15406203,0.679000938,Working,Incomplete higher,Married,House / apartment,Managers,0
0,1,0,1,1,0,0,0,2,21,144000,47.5930375,2.436737236,Working,Secondary / secondary special,Married,House / apartment,Core staff,1826.877175
1,1,1,1,1,0,0,0,2,17,90000,32.29087524,4.709200052,Working,Secondary / secondary special,Married,House / apartment,Laborers,2804.27092
1,1,1,1,1,0,0,1,3,40,202500,52.18450755,1.089686989,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
0,1,1,0,0,0,0,1,3,22,157500,34.22383759,15.77582017,Working,Secondary / secondary special,Married,House / apartment,Managers,34.34323127
1,0,0,0,0,0,1,0,1,25,108000,60.73225323,0,Pensioner,Secondary / secondary special,Widow,House / apartment,Other,5910.647894
0,1,1,0,0,0,0,0,2,1,292500,56.32422295,14.0673662,Working,Secondary / secondary special,Married,House / apartment,Sales staff,0
0,0,1,0,0,0,0,0,1,27,202500,41.31227883,14.32199155,Working,Secondary / secondary special,Single / not married,House / apartment,Other,0
0,0,1,0,0,0,0,0,2,54,180000,45.29867143,6.105532626,Working,Secondary / secondary special,Married,House / apartment,Cooking staff,56.34362612
1,0,1,0,0,0,0,1,3,1,225000,33.0547513,12.46842851,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
0,0,1,0,0,0,1,0,2,57,81000,57.07988528,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,6056.943508
0,0,1,0,0,0,0,0,2,32,139500,47.2398475,0.673525124,Commercial associate,Higher education,Civil marriage,House / apartment,Sales staff,1806.315438
1,1,0,0,1,0,0,2,4,22,180000,32.8220292,4.098646789,Commercial associate,Higher education,Married,House / apartment,HR staff,0
1,1,1,0,0,0,0,0,1,29,495000,39.31086881,14.71077435,Working,Secondary / secondary special,Single / not married,Rented apartment,Cooking staff,0
0,0,1,0,0,0,1,0,2,27,90000,60.84998323,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,6464.598678
0,0,1,0,0,0,0,0,2,1,180000,56.29136806,1.809756532,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff,1385.870781
0,0,1,0,0,0,1,0,1,15,135000,61.17579416,0,Pensioner,Higher education,Widow,House / apartment,Other,4710.17571
0,0,0,0,0,0,1,0,1,39,103500,67.19645167,0,Pensioner,Higher education,Single / not married,House / apartment,Other,7022.060671
0,1,1,0,1,0,0,1,3,31,119700,35.7515897,9.114492426,Working,Higher education,Married,House / apartment,Other,1855.1849
1,1,0,0,0,0,1,0,2,34,157500,64.72685955,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,4177.01518
1,1,1,0,0,0,1,0,2,2,225000,65.43323956,0,Pensioner,Higher education,Married,House / apartment,Other,1268.380957
0,1,0,0,0,0,0,0,2,25,225000,39.52990137,6.661327748,Working,Higher education,Civil marriage,House / apartment,Managers,0
0,0,1,0,1,0,1,0,1,30,193500,59.59328391,0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,Other,2348.391616
1,1,1,0,0,0,0,0,2,43,247500,59.56864275,7.406038454,Working,Secondary / secondary special,Married,House / apartment,Drivers,0
0,0,1,0,0,0,0,1,3,53,135000,46.08445074,4.679083075,Commercial associate,Secondary / secondary special,Married,House / apartment,Waiters/barmen staff,2149.165798
0,1,1,0,0,0,0,1,2,49,108000,40.51554789,17.33916508,Working,Higher education,Separated,House / apartment,Other,2587.295705
0,0,1,0,1,0,1,0,2,32,112500,62.65700185,0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,Other,6356.923638
0,1,1,0,1,0,1,0,2,53,72000,67.83712191,0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,Other,8484.313259
0,0,1,1,1,0,0,0,2,60,117000,47.8257596,0.971956987,Working,Secondary / secondary special,Married,House / apartment,Other,3028.087666
0,0,0,1,0,0,0,0,1,48,94500,42.90847861,1.702978158,Working,Secondary / secondary special,Single / not married,House / apartment,Laborers,3601.498545
0,0,1,0,0,0,0,0,2,10,112500,51.4617001,12.69567479,Working,Secondary / secondary special,Married,House / apartment,Laborers,3503.62926
0,0,1,0,0,0,1,0,2,6,202500,62.86234488,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,2045.388658
1,0,1,0,0,0,0,0,2,22,247500,43.79282258,1.09790071,Commercial associate,Higher education,Civil marriage,House / apartment,Core staff,0
1,1,0,0,0,0,0,0,2,7,157500,54.32828874,5.262257267,Working,Secondary / secondary special,Married,House / apartment,Managers,2035.656284
0,0,0,0,0,0,0,0,2,1,202500,33.43532037,12.20832734,State servant,Secondary / secondary special,Civil marriage,Municipal apartment,Other,0
0,1,0,0,0,0,0,0,2,48,121500,35.2040083,3.756408414,Working,Secondary / secondary special,Married,House / apartment,Laborers,1714.089833
0,0,1,0,0,0,1,0,2,45,112500,64.55710932,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,6115.315959
1,1,1,0,0,0,0,1,3,49,270000,56.78145342,0.32033512,Working,Higher education,Married,House / apartment,Laborers,0
1,1,0,0,0,0,0,0,1,26,270000,24.87936097,4.605159586,Working,Higher education,Single / not married,House / apartment,Laborers,0
0,1,0,0,0,0,0,0,2,18,202500,37.75026181,7.953619855,Working,Higher education,Married,House / apartment,Accountants,0
0,0,1,0,0,0,0,1,2,60,112500,37.21636995,4.632538656,Working,Secondary / secondary special,Single / not married,Office apartment,Sales staff,2383.569207
0,0,0,0,0,0,0,0,2,13,225000,37.11506739,8.120632183,State servant,Secondary / secondary special,Married,House / apartment,Managers,0
0,0,0,1,1,1,0,1,3,1,153000,32.52907315,1.960341417,Working,Incomplete higher,Married,House / apartment,Sales staff,229.9223191
0,1,0,0,0,0,0,0,1,22,135000,25.55014819,4.098646789,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Sales staff,891.77659
0,0,1,0,0,0,1,0,2,51,112500,54.40768804,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,4386.261318
1,1,0,0,0,0,0,0,2,18,162000,35.94324319,2.869326543,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
1,1,1,1,0,0,0,0,2,19,157500,30.72205453,0.596863728,Working,Higher education,Married,House / apartment,Other,0
1,0,0,0,0,0,1,0,2,45,135000,51.00446963,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,3410.257484
0,1,1,0,0,0,0,1,3,45,247500,33.88981293,8.840701726,Working,Secondary / secondary special,Married,With parents,Managers,0
0,0,1,0,0,0,1,0,2,26,315000,55.57403643,0,Pensioner,Secondary / secondary special,Married,Municipal apartment,Other,0
0,1,0,1,0,0,0,2,4,7,135000,36.94805506,6.453246815,State servant,Higher education,Married,House / apartment,Core staff,1081.2489
1,0,0,0,0,0,0,0,2,60,247500,49.21114054,3.868662601,Working,Secondary / secondary special,Married,House / apartment,Drivers,0
0,1,1,1,1,0,0,0,2,8,202500,37.93370158,2.176636071,State servant,Incomplete higher,Married,Municipal apartment,Laborers,0
1,0,1,0,1,0,0,0,2,59,112500,43.13298699,0.599601635,Working,Secondary / secondary special,Married,House / apartment,HR staff,2503.013666
1,1,1,0,0,0,1,0,2,2,247500,49.38089078,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
0,0,1,0,0,0,1,0,1,51,135000,63.45373279,0,Pensioner,Secondary / secondary special,Widow,House / apartment,Other,5064.728552
